Level,id,Wissenschaftlicher Name,Name,Euring,Species id,Familie,Artengruppe,Artstatus,Datum,Zeit,Erfassungsdatum,Typ des Meldesystems,versteckt bis,hide level,Anzahl,Geschlecht,Stadium,Aktivität,31468-X,31468-Y,Lon,Lat,Genauigkeit,Biotop,Gebiet,Bundesland,Provinz,Benutzer,Admin,Status,sicher,"entflohen, ausgesetzt oder angepflanzt",Methode,link,Bemerkungen,Bemerkungen zum Ort,Tagesliste,Foto
+,192486386,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,19:02,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,121","5,651,835","712,332,201,004,028","508,998,069,763,184",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486386,,,0,N
+,192486387,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,19:01,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,105","5,651,805","712,311,601,638,794","50,899,528,503,418",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486387,,,0,N
+,192486388,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,19:00,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,092","5,651,775","712,295,722,961,426","508,992,538,452,148",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486388,,,0,N
+,192486389,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,18:59,26/05/2020,ObsMapp,01/01/2007,0,4,männlich,unbekannt,singend,"4,157,095","5,651,775","712,300,157,546,997","508,992,576,599,121",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486389,,,0,N
+,192486390,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,18:58,26/05/2020,ObsMapp,01/01/2007,0,3,männlich,unbekannt,singend,"4,157,110","5,651,796","712,319,087,982,178","508,994,483,947,754",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486390,,,0,N
+,192486391,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,18:55,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,160","5,651,898","71,238,055,229,187","509,003,982,543,945",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486391,,,0,N
+,192486392,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,18:54,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,190","5,651,962","712,417,459,487,915","509,009,857,177,734",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486392,,,0,N
+,192486393,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,18:53,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,200","5,651,991","71,242,823,600,769","50,901,252,746,582",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486393,,,0,N
+,192486394,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,18:53,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,193","5,652,006","712,417,793,273,926","509,013,786,315,918",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486394,,,0,N
+,192486395,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,18:50,26/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,288","5,652,053","712,548,160,552,979","509,018,592,834,473",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486395,,,0,N
+,192486396,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,18:50,26/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,289","5,652,028","712,551,879,882,813","509,016,380,310,059",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486396,,,0,N
+,192486397,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,18:48,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,263","5,651,970","712,520,456,314,087","509,011,001,586,914",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486397,,,0,N
+,192486398,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,18:46,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,222","5,651,850","712,473,058,700,562","509,000,015,258,789",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486398,,,0,N
+,192486399,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,18:45,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,199","5,651,819","712,443,161,010,742","508,997,116,088,867",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486399,,,0,N
+,192486400,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,18:44,26/05/2020,ObsMapp,01/01/2007,0,3,männlich,unbekannt,anwesend,"4,157,186","5,651,787","712,427,949,905,396","508,994,140,625",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486400,,,0,N
+,192486401,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,18:41,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,197","5,651,785","712,443,113,327,026","508,994,064,331,055",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486401,,,0,N
+,192486402,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,18:40,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,207","5,651,810","712,455,320,358,276","508,996,353,149,414",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486402,,,0,N
+,192486403,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,18:38,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,234","5,651,857","712,489,938,735,962","50,900,074,005,127",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486403,,,0,N
+,192486404,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,18:36,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,272","5,651,937","71,253,604,888,916","509,008,102,416,992",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486404,,,0,N
+,192486405,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,18:34,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,325","5,652,075","712,598,323,822,022","509,020,805,358,887",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486405,,,0,N
+,192486406,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,18:29,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,339","5,651,943","712,629,747,390,747","509,009,017,944,336",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486406,,,0,N
+,192486407,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,18:27,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,312","5,651,888","712,596,988,677,979","509,003,982,543,945",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486407,,,0,N
+,192486408,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,18:24,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,282","5,651,776","712,565,279,006,958","508,993,759,155,274",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486408,,,0,N
+,192486409,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,18:23,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,277","5,651,770","712,558,126,449,585","508,993,186,950,684",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486409,,,0,N
+,192486410,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,18:10,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,421","5,652,148","712,726,783,752,441","509,027,900,695,801",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486410,,,0,N
+,192486411,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,17:55,26/05/2020,ObsMapp,01/01/2007,0,4,männlich,Exuvie,singend,"4,156,522","5,652,286","711,440,515,518,189","50,903,491,973,877",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486411,,,0,N
+,192486412,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,17:51,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,156,581","5,652,293","711,523,199,081,421","509,035,873,413,086",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486412,,,0,N
+,192486413,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,17:40,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,156,578","5,652,215","711,526,203,155,518","50,902,889,251,709",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486413,,,0,N
+,192486414,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,17:40,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,156,563","5,652,209","71,150,598,526,001","509,028,282,165,527",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486414,,,0,N
+,192486415,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,17:13,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,156,381","5,651,830","711,283,445,358,276","508,993,263,244,629",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486415,,,0,N
+,192486416,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,17:09,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,156,292","5,651,829","711,157,369,613,647","508,992,576,599,121",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486416,,,0,N
+,192486417,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,17:08,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,156,316","5,651,828","711,192,178,726,196","508,992,652,893,066",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486417,,,0,N
+,192486418,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,17:08,26/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,156,329","5,651,827","711,210,775,375,366","508,992,691,040,039",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486418,,,0,N
+,192486419,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,17:07,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,156,363","5,651,821","711,258,602,142,334","508,992,309,570,313",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486419,,,0,N
+,192486420,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,17:06,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,156,380","5,651,814","711,284,303,665,161","508,991,813,659,668",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486420,,,0,N
+,192486421,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,17:01,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,156,314","5,651,761","711,196,041,107,178","508,986,625,671,387",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486421,,,0,N
+,192486422,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,16:53,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,156,021","5,651,851","710,771,417,617,798","508,992,958,068,848",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486422,,,0,N
+,192486423,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,16:49,26/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,156,085","5,651,809","710,867,214,202,881","508,989,639,282,227",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192486423,,,0,N
+,195176194,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/05/2020,19:09,28/06/2020,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,anwesend,"4,268,133","5,778,810","861,473,560,333,252","520,943,717,956,543",25, onbekend,BRD - HF Herford (Kreis),BRD - Nordrhein-Westfalen,Germany,Bernd Meier,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/195176194,,,0,N
+,192577921,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/05/2020,19:45,27/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,664","5,650,630","713,212,871,551,514","508,893,394,470,215",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192577921,,,0,N
+,192577922,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/05/2020,19:38,27/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,883","5,650,416","713,543,558,120,728","508,875,541,687,012",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192577922,,,0,N
+,192577923,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/05/2020,19:37,27/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,896","5,650,425","71,356,143,951,416","50,887,638,092,041",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192577923,,,0,N
+,192577924,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/05/2020,19:35,27/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,885","5,650,447","713,543,319,702,148","508,878,326,416,016",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192577924,,,0,N
+,192577925,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/05/2020,19:35,27/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,885","5,650,467","713,541,221,618,652","508,880,081,176,758",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192577925,,,0,N
+,192577926,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/05/2020,19:35,27/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,884","5,650,477","713,539,266,586,304","508,880,958,557,129",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192577926,,,0,N
+,192577927,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/05/2020,19:34,27/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,875","5,650,469","713,527,727,127,075","508,880,195,617,676",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192577927,,,0,N
+,192577928,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/05/2020,19:34,27/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,853","5,650,453","713,496,875,762,939","508,878,631,591,797",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192577928,,,0,N
+,192577929,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/05/2020,19:33,27/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,815","5,650,476","713,442,182,540,894","508,880,462,646,484",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192577929,,,0,N
+,192577930,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/05/2020,19:32,27/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,799","5,650,465","7,134,202,003,479","508,879,432,678,223",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192577930,,,0,N
+,192577931,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/05/2020,19:31,27/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,798","5,650,469","713,418,531,417,847","508,879,776,000,977",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192577931,,,0,N
+,192577932,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/05/2020,19:30,27/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,778","5,650,485","713,387,680,053,711","508,881,072,998,047",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192577932,,,0,N
+,192577933,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/05/2020,19:28,27/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,775","5,650,503","713,381,910,324,097","508,882,675,170,898",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192577933,,,0,N
+,192577934,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/05/2020,19:24,27/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,732","5,650,461","713,324,928,283,691","50,887,866,973,877",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192577934,,,0,N
+,192577935,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/05/2020,19:22,27/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,804","5,650,434","71,343,035,697,937","508,876,686,096,191",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192577935,,,0,N
+,192577936,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/05/2020,19:20,27/05/2020,ObsMapp,01/01/2007,0,3,unbekannt,unbekannt,singend,"4,157,848","5,650,410","713,494,443,893,433","508,874,740,600,586",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192577936,,,0,N
+,192577937,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/05/2020,19:09,27/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,611","5,650,435","713,157,224,655,151","508,875,579,833,984",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192577937,,,0,N
+,192577938,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/05/2020,19:01,27/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,643","5,650,380","713,206,958,770,752","508,870,811,462,402",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192577938,,,0,N
+,192577939,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/05/2020,18:58,27/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,570","5,650,340","713,106,870,651,245","508,866,806,030,273",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192577939,,,0,N
+,192577940,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/05/2020,18:58,27/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,578","5,650,349","713,118,171,691,895","508,867,721,557,617",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192577940,,,0,N
+,192577941,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/05/2020,18:56,27/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,585","5,650,372","713,125,562,667,847","508,869,819,641,113",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192577941,,,0,N
+,192577942,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/05/2020,18:55,27/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,550","5,650,372","713,076,639,175,415","508,869,552,612,305",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/192577942,,,0,N
